"My father has glaucoma. He wasn’t born with it, he just discovered it 10 years ago. Is that still considered hereditary? Am I at risk of it?","A family history of glaucoma, whether present at birth or acquired later in life, is a risk factor for glaucoma. It is important for you to have regular eye exams, and to convey your family history to your ophthalmologist."
I have an acute closed angle (a rare form of glaucoma when pressure within the eye can rise very quickly). I am 86 years old. My intraocular pressure (IOP) is 13 mm Hg. My optic nerve is not damaged or discolored. I go on a lot of cruises and worry about a high IOP attack during these trips. Should I move forward with a laser iridotomy for safety reasons?,"I don’t think you really have an acute closed angle. My guess is that you have a narrow angle (when the colored part of your eye is pushed too far forward), and are at risk for an acutely closed angle (or acute angle closure glaucoma attack). If your ophthalmologist has evaluated your eye and recommended a laser peripheral iridotomy (LPI), you should take that recommendation seriously. Personally, I do have a lower threshold for recommending laser peripheral iridotomies in those who travel extensively and who may find this aspect of modern health care periodically out of reach."
"My wife was recently diagnosed with pigment dispersion syndrome (or PDS, when pigment cells detach from the iris and float inside the eye). It's been caught early on and her pressure levels are all normal. However, the diagnosis has left her rather depressed as she is an avid exerciser and cares about the appearance of her eyes. Over time will PDS cause her eyes to change color drastically to where they are noticeably different colors?","PDS usually does not cause a noticeable change in eye color. The pigment released in this syndrome is from a tissue layer on the back of the iris, which is liberated when it rubs against the front surface of the lens. Happily, this tissue layer is not the source of one’s eye color. So, while in rare instances, so much pigment is released into the eye that the iris can take on a slightly brown tinge, this is really quite infrequent and should not be a concern."
Can lutein and zeaxanthin decrease eye pressure?,"These nutritional supplements are generally recommended for people with macular degeneration or those at high risk of developing it. They have not been proven to lower eye pressure and they do not treat glaucoma. They may play a protective role in reducing oxidative stress and damage to the optic nerve and the retina. Factors shown to impact glaucoma treatment include regular moderate exercise, a diet rich in a variety of fruits and vegetables (particularly green leafy varieties), healthy sleep habits and the use of relaxation techniques"
How long has OCT scanning been used in ophthalmology?,"Optical Coherence Tomography, or OCT, is a new powerful tool for the diagnosis and treatment of retinal disease, glaucoma, and optic atrophy. OCT has been used as a research tool for about 20 years. It provides the ophthalmologist with beautiful images of the retina and optic nerve, requires no radiation (as CAT scan does) or injection of dye (as in fluorescein angiography), and can be used safely in people with cardiac pacemakers/defibrillators and hearing implants. It takes only minutes to perform. Over the last decade, retinal specialists have been using OCT to diagnose macular holes, epiretinal membrane (macular pucker), macular degeneration, central serous retinopathy, cystoid macular degeneration, and other retinal diseases. Glaucoma is a painless, symptomless condition that can cause blindness. OCT is very useful for measuring retinal nerve fiber layer and evaluating the optic nerve. With OCT, ophthalmologists can determine the severity of damage from glaucoma and monitor treatment."
Can you use Flonase when you have glaucoma?,"As you probably know, the body can absorb steroids into the blood stream. In some patients, this can raise the intraocular pressure (IOP). Flonase is a nasal steroid spray that can raise intracocular pressure. While I cannot speak in absolutes about whether you can use Flonase without knowing your history, I would strongly recommend that you monitor your IOP while using the product. Many glaucoma patients can safely use Flonase without any damaging side effects, but I would have your pressure checked in the first few weeks after starting this medication. If you have a history of pressure elevations associated with steroid usage, I would certainly proceed with great caution."
Could getting 3% hydrogen peroxide in my eye lead to glaucoma?,"The common 3% hydrogen peroxide solution rarely causes permanent or severe eye damage. Glaucoma is not one of the problems one would suspect from getting this into the eye. Damage of this sort from hydrogen peroxide solution is typically limited to the cornea, on the surface of the eye, where it can produce cause stinging, pain, redness, tearing, and even corneal abrasion (scratch) and ulceration (open sore). Corneal abrasions and ulcers can be serious if not treated by an ophthalmologist. As with most eye exposure to chemicals, it is wise to flush the eye with water immediately and continue doing so until you know the offending chemical has been flushed from the eye. It would be wise to see your ophthalmologist after you have finished the flush."
Can novocaine (painkiller) used during dental surgery temporarily worsen my glaucoma?,"If used as expected, novocaine, which is injected to numb the nerves leading to the teeth, will not have any effect on internal eye pressure. So your glaucoma will be unaffected."
"I am thinking of getting eyelash extensions, but I have been diagnosed with glaucoma. Is it safe to get these extensions?","This is an interesting question. Eyelash extensions involve “gluing” extensions onto existing eyelashes. This won’t affect your glaucoma. However, keep in mind that if you have been diagnosed with glaucoma, some drops used to treat glaucoma can cause eyelash growth over time, which may eliminate the need for eyelash extensions. Check with your ophthalmologist about this."
Can a slit lamp exam detect glaucoma?,"Yes, at the slit lamp we can do a variety of tests to detect glaucoma. We can measure pressures and perform an evaluation of the optic nerve and angle. There are several adjunctive tests that are performed with other instruments (pachymetry, automated visual field testing, computer-assisted optic nerve imaging), but the slit lamp examination is central to making the diagnosis."
"Can symptoms from Fuchs' dystrophy (a condition that harms the inner layer of the cornea) be confused with symptoms of glaucoma, for example those caused by corneal edema?","Fuchs' endothelial dystrophy and glaucoma (a disease that increases pressure in the eye) can have overlapping signs and symptoms that can make them difficult to distinguish. The hallmark sign of Fuchs' is dysfunction of the corneal endothelium and edema (swelling) in all layers of the cornea. Occasionally in glaucoma, patients can get edema in the corneal epithelium, typically when there is a very acute elevation in intraocular pressure. Over time, the cornea adapts to the elevation in eye pressure and the edema resolves. Glaucoma and Fuchs' can have overlapping symptoms including blurred vision, light sensitivity, glare, and halos. A thorough slit lamp evaluation looking for corneal guttae (damaged corneal cells) in Fuchs' or optic nerve changes in glaucoma, as well as diagnostic tests such as specular microscopy can aid your ophthalmologist in differentiating between the two conditions."
Is acupuncture a good treatment for glaucoma?,"There is very little data in the Western literature to suggest acupuncture is an effective treatment for glaucoma. Based upon what I have read, I am not comfortable recommending acupuncture as a specific treatment for glaucoma."
Is it advisable to have an IOL inserted if you also have glaucoma and use Cosopt drops?,Yes—you should still have an IOL. There is hardly ever a situation where an intraocular lens (IOL) would not be advisable for cataract surgery.
"I have glaucoma and I am myopic. Can I have safe, successful LASIK?","Unless the glaucoma is severe, LASIK is an option for most patients with glaucoma. However, one concern is that because LASIK thins the central cornea, it may affect the accuracy of subsequent eye pressure measurements. You should discuss your situation with the MD who is treating your glaucoma."
"How is a ""target"" IOP determined?","The determination of target pressure is based upon several factors. These include the baseline pressure or the pressures where someone has previously experienced glaucoma damage, the extent of damage to the optic nerve, as well as other predisposing factors that may affect an individual’s susceptibility to damage."
I have a bad cold and developed viral conjunctivitis. I also have open-angle glaucoma. Can the conjunctivitis adversely affect the pressure in my eye?,"Generally an upper respiratory tract infection associated with a viral conjunctivitis does not affect the eye pressure. In some circumstances, if the eye becomes extremely congested, the eye pressure could increase a small amount, but this would not be typical. If you have concerns about the nature of your eye, it is important to see your ophthalmologist for a full evaluation"
What is the incidence of retinal tear or detachment after a sudden onset of PVD following an iridotomy?,"The incidence of retinal detachment after an iridotomy is quite low. Studies I’ve seen suggest rates of less than one percent. I’ve not seen studies that effectively quantify the frequency of retinal tears following laser iridotomy, but I’d suspect that most retinal events that do occur are coincidental."
"Is it necessary to have three pressure readings taken when I go for my bi-annual exams? I'm an American, live in Chile, and they always take a reading at 8 am, noon and then at 3 pm. When I lived in the U.S., my doctors only took one reading.","Intraocular pressure generally changes throughout the day with the highest reading early in the morning and the lowest in the mid-afternoon. Due to this fact, your eye doctor in Chile feels more comfortable taking three pressure readings per day. This might be the standard of care in Chile, although most in the U.S, will take one reading as a reasonable sample and only ask for more if the medication and pressure seem to be working less well. It is generally standard of care in the U.S for glaucoma patients to be seen every 3 months."
Does having posterior vitreous detachment lead/contribute to open-angle glaucoma?,A posterior vitreous detachment (when the vitreous gel that fills the eye liquefies and collapses as we age) has not b
How safe is corneal transplantation for someone who has glaucoma?,"Many patients with glaucoma undergo successful corneal transplantation surgery. However, the risk of graft failure is increased when their pressure does not stay in good control. Patients may need additional glaucoma therapy after surgery since often a slight increase in their intraocular pressure is noted. All patients need to be closely monitored to ensure that their transplant remains healthy. een shown to lead to or contribute to open-angle glaucoma."
What is your opinion of the Trabectome surgical device for the treatment of open-angle glaucoma?,"There are many newer surgical approaches that are being evaluated for the treatment of glaucoma, some of which have been approved for use in the United States. The Trabectome is one of the approved methods in the United States. Unfortunately, both with established and newer surgical methods there are always some associated risks and variation in benefits to individual patients. With that in mind, many factors have to be considered by your ophthalmologist, when determining the best treatment, including the type of glaucoma, the state of the disease, and the ocular anatomy, in addition to general health considerations. What is most important is that you work closely with your ophthalmologist to make sure that your glaucoma is appropriately managed, as untreated glaucoma can lead to permanent vision loss."
How long after a glaucoma diagnosis do you lose your eye sight?,"Glaucoma is the most common cause of irreversible yet preventable blindness. It is therefore not expected that you would ever lose your eye sight. Once the glaucoma is diagnosed and treatment is initiated we do not know how much treatment will be necessary or what will be required to control the glaucoma. In addition, over time it is important to adjust the treatment as needed and control the eye pressure better if anything changes. This can include medications, laser, or glaucoma surgery. While glaucoma is certainly a challenging disease and a frightening diagnosis, with early detection and treatment it is our goal to preserve good and useful vision for your entire lifetime. I encourage you to discuss your outlook and prognosis with your ophthalmologist."
My father in-law has closed-angle glaucoma. He has had drops and laser surgery. He doesn't see at all out of the affected eye. Would any new surgery give him back his sight in that eye? Would it repair the optic nerve? Or would it just stop further damage to that eye?,"Unfortunately, at the present time we are unable to restore an optic nerve. Newer surgeries can effectively reduce pressures with lower risk, but once an optic nerve has been damaged, with today's technology the accompanying vision loss is permanent."
Is glaucoma testing a simple routine for a thirteen-year-old? Are any medications involved in a glaucoma test?,Most thirteen-year-olds can do a visual field test. The only medications used in glaucoma testing may be diagnostic drops such as anesthetics or dilating drops. These drops are safe to use except in rare circumstances.
At what stage of glaucoma is surgery the only option for controlling eye pressure?,"There are many types of glaucoma. Our assumption is this question is referring to the most common type of glaucoma, primary open-angle glaucoma, which can present in various stages. In managing primary open-angle glaucoma there are many factors to consider in choosing an intervention, including the stage of the disease and apparent rate of progression as well as the more global issues of age, health status, and life expectancy. That is why an ophthalmologist—a physician trained in diseases affecting the entire body as well as diseases of the eye—is best trained to help. In general, we try to minimize and delay—when safe—exposure to interventional risk. That is, we choose a treatment that is most likely to minimize adverse effects in the short term while preserving vision over the short- and long-term. For that reason, typically, we try to control intraocular pressure whenever possible with a combination of medication and laser treatments. However, in eyes in which we are unable to adequately control the intraocular pressure, despite our best efforts, surgical options need to be considered."
What has caused my eye color to change from dark brown to green?,"If this is truly in the iris, it means that some of the pigment is being lost. This could be normal or associated with some forms of glaucoma. If it is only in one eye, this might be of concern. Some people get a gray/white ring on the corneas as they age (and we all age at different rates), making the iris appear lighter. Rarely, a Kaiser/Fleischer ring may occur on the cornea, making the underlying iris seem lighter in color. See your ophthalmologist for an accurate diagnosis."
"I have been diagnosed with closed-angle glaucoma in one eye. I had an iridotomy and take Azopt three times a day and Combigan two times a day. My eye tires very easily when doing any close-up work and it feels much better if I just cover the bad eye while working. Is this putting too much strain on my ""good"" eye? Am I doing any damage to the eye with glaucoma? Is it OK to wear an eye patch when my eye is tired?","The eye fatigue that you are noticing could be related to the glaucoma in the eye if you have lost substantial vision or it could be a side effect of the eye drops or merely normal aging. It is good that your closed-angle glaucoma has been diagnosed and that you had an iridotomy in that eye. If you have primary closed-angle glaucoma it is also important to have your other eye evaluated and perhaps it has already had an iridotomy which can be preventative for angle-closure in the future. You are not putting strain or causing any harm to your ""good"" eye by using it nor will this affect the glaucoma in your other eye. If the eye feels better by covering it or shutting the eye that will not do any harm. I urge you discuss these issues with your ophthalmologist and also be sure that your pressure is well controlled and there are no other problems with your eyes."
"My wife has glaucoma and is on many medications for it. She has had three cornea transplants and the third one is taking hold, but her vision is unstable. Lately she has been seeing images that are outlined in red. This is the second time she has mentioned it. Do you know what is causing this symptom?","I am sorry to say that I don’t have a good answer to your question. It is not unusual for the corneal swelling associated with a healing transplant to produce glare or haloes around point sources of light, but the red outlining is peculiar. If this continues, please have your wife see her ophthalmologist/cornea specialist for further evaluation."
"I have ""end-stage open angle glaucoma"" and wondered what the term ""6 degree tunnel OU"" means.","Visual field tests measure how wide your field of vision is. In other words, to what extent can you see things beyond what is right in front of you in your central vision. Degree measurements begin at the center crosshairs when taking the test, and the measurements get larger the farther from center that you can see. A six degree tunnel indicates that you have a tunnel of vision six degrees wide. People with ten degree visual fields are described as legally blind."
I had laser treatment for narrow angle glaucoma two weeks ago. I’m now experiencing light sensitivity in that eye and my eye continues to water and is red. How can I treat this?,"It is possible you still have inflammation following your laser iridotomy. Typically, we treat post-operative inflammation with topical steroids, but the redness and discomfort can return if the steroids are discontinued too quickly."
"Can Pred Forte usage elevate intraocular pressure (IOP)? Also, how long after stopping Pred Forte will the IOP drop back to normal?","Pred Forte (prednisolone acetate 1%) and other steroids (whether topical, inhaled, oral, intravenous, or injected) can elevate IOP. This is more likely to happen in patients who are predisposed to developing glaucoma. Usually, the pressure-elevating effect of a steroid will wane after a few weeks, but occasionally, we can see the effect persist for months."
 Do Azopt® glaucoma eye drops cause posterior vitreous detachment or accelerate it so it happens soon after starting the drops?,"There are no data implicating the drops as a cause of posterior vitreous detachment (PVD). Still, PVDs become quite common with aging, so there certainly are people using the drops who have had PVDs or develop them while being treated for glaucoma."
"I'm experiencing nausea 10 days after my cataract surgery. I have moderate glaucoma for which I am taking azopt three times a day besides the post-operative drops of vigamox, prednisolone and ketorolac. Is my nausea due to any of my medications?","It is unlikely that the drops are causing nausea, but it is very important to determine that your eye pressure is not too high. If it has been 10 days or more since surgery, and if your eye feels fine, I would stop the vigamox drops."
"I recently had cataract surgery with wonderful crisp, clear vision after the first cataract extraction. However, the second surgery has resulted in blurry vision. Could the postsurgical complications in my second eye be caused by my pseudoexfoliation glaucoma (which I treat with Timolol eyedrops)? I am returning for a postsurgical checkup on this second eye in one week. I hope I do not have a secondary cataract.","It is unlikely that the glaucoma is directly responsible for the blurring. There are a multitude of reasons that postoperative vision may be blurry, and many of these resolve spontaneously. I am confident that your ophthalmologist will evaluate you thoroughly on your return visit. Should your vision continue to deteriorate significantly, you should return earlier."
Is it normal for your eye to be red after laser surgery to lower the pressure in your eye?,"It is not unusual for an eye to be red for several days following laser trabeculoplasty. Let your ophthalmologist know if the redness persists, or if you develop blurred vision, pain, or progressive light sensitivity."
My 20-year-old son has uveitis as well as glaucoma caused by his medications. His IOP is measured at 17 in his right eye and 18 in his left eye. How do we keep the pressure low and continue the meds for the uveitis?,"The treatment for steroid-induced glaucoma associated with inflammatory eye diseases, such as uveitis, is to lower the eye pressure initially with glaucoma medications and possibly glaucoma surgery if the eye pressures are high enough and persistent enough to cause damage to the optic nerve. Another means is to stop the use of steroids, but this is often not an option because of the eye inflammation that needs to be treated to prevent vision loss and damage to the eye. In certain cases, inflammation of the eye can be treated with non-steroidal medications (topical, oral and/or intravenous) depending on the severity of the uveitis and the side effects of treatment, although steroids are the most commonly prescribed medication class used to treat eye inflammation. Baseline optic nerve head and visual field testing is recommended so that your ophthalmologist can determine if steroid-induced glaucoma is causing optic nerve damage or visual field loss. Depending on the test results, your ophthalmologist may recommend more aggressive glaucoma treatments or the use of non-steroidal uveitis treatments."
My 61 year old husband is almost blind from diabetes related glaucoma. Are there any surgical treatments available to return his vision?,"Vision loss from glaucoma is irreversible unfortunately. However, it is important that your husband or any individual with diabetes and glaucoma maintain regular complete eye care. It may be that glasses, cataract surgery, treatment for diabetic macular edema or bleeding may be necessary which may improve the vision."
"I have been diagnosed as being at risk for closed-angle glaucoma. My doctor is recommending a laser iridotomy. I have read the risks, but have not found anything that says this treatment is recommended as a prophylactic measure. How do I properly assess my risks?","Laser iridotomy is a laser treatment to help prevent angle-closure glaucoma. Typically, an ophthalmologist will recommend the laser treatment if the angle is narrow enough to increase the risk of glaucoma significantly. The best approach is to discuss your concerns with your ophthalmologist, and ask her/him about your specific risks."
"I was reading your website on everything having to do with glaucoma. I just had trabeculectomy surgery on Tuesday in my right eye only. My question to you is that since I am stuck at home recovering and being extremely careful, would it be harmful to smoke marijuana? I know it doesn't cure glaucoma, but just to relax and take it easy? I have tried finding articles on using it after the surgery just to relax and haven't found any answers. If you could please email me back so that I know whether or not it will ruin the healing process, I would really appreciate it.","Any recovery from eye surgery can be complex. Recovery from glaucoma filtering surgery can be especially complicated depending upon many factors relating to the stage and type of the glaucoma that you have, the medical and other treatments performed before surgery, the nature of the surgery, as well as how your eye heals following surgery. Cannabinoid containing compounds, such as marijuana, have been reported in some individuals to lower the eye pressure and have been used as a treatment for glaucoma. Unfortunately, in most of these studies the pressure reduction was relatively short term, and more and more marijuana is required over time in order to achieve the same effect. Smoking marijuana can also damage the lungs, similar to what can occur with cigarettes. While the mechanism by which marijuana lowers the eye pressure is not fully understood, it appears to work by reducing the amount of fluid that is made in the eye. Following glaucoma surgery, it is important for the eye to make fluid normally in order to heal properly. Use of marijuana could potentially, therefore, interfere with appropriate healing and increase the risk of the surgery failing. You should talk with your ophthalmologist before taking anything that could affect your eyes following surgery."
What causes high eye pressure?,"The causes for elevated eye pressures are only partially known. In some individuals, a specific cause can be identified. High eye pressure is always related to some increased resistance or obstruction of the normal outflow of fluid inside the eye. Inside the eye, fluid is constantly being manufactured and has to drain from inside the eye. The pressure will only elevate if the drainage system in the eye is somehow not functioning properly. With injury or trauma, for example, the drainage system can be blocked in the eye, hopefully only temporarily. However, in most individuals with elevated eye pressure and glaucoma, the drainage system appears normal but is not functioning properly. The molecular mechanisms that lead to the failure of the drainage system are not entirely understood."
I have glaucoma and am being treated with prostaglandin eyedrops after having had laser iridotomy in each eye. Can I continue being a platelet donor as I have been for the last few years?,"I know of no problem with prostaglandin drops and platelet donation. You should, however, always notify the blood bank of all medications you are taking including drops."
Is it possible to get an eye pressure measuring device for the home that will not make direct contact with the eye?,"There are techniques for measuring the eye pressure without directly contacting the eye. These techniques are referred to as ""non-contact tonometry."" The most common form of non-contact tonometry is air puff tonometry, which uses a rapid air pulse released from the tip of the device which rebounds from the cornea, allowing an estimation of the pressure inside the eye. These devices have relatively good correlation with standard techniques of measuring the pressure that does actually contact the front of the eye. There are other techniques that can estimate the eye pressure through the eyelid. With this technique the patient looks for a characteristic light reflex in their side vision when the device is pressed against the eye through the lid in order to estimate the pressure. There are some concerns about the accuracy of this technique. A more important question is how these eye pressure measurements obtained at home will be utilized. It is important to discuss with your ophthalmologist what value and insights might be obtained from these home eye pressure readings in the management of your glaucoma."
How do eye drops relieve pressure when you have glaucoma,Different drops have different mechanisms. Some eye drops work to diminish the amount of fluid the eye produces. Others work to enhance the amount of fluid that drains out of the eye.
Can drinking green tea have an effect on ocular pressure?,"I am unaware of studies suggesting that green tea itself has a direct effect on intraocular pressure. However, there has been some work suggesting that there is penetration of the powerful antioxidants, known as catechins, into the ocular tissue in rats. Reduced oxidative stress could play a role in diminishing the rate of glaucoma disease progression"
